date,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2023-04-29,Real Madrid,Almeria,4,2,15,9,12,3,7,0,2,2,0,0
2023-04-29,Barcelona,Real Betis,4,0,15,4,8,1,10,0,0,2,0,1
2023-04-29,Elche,Rayo Vallecano,4,0,18,14,9,3,3,8,1,2,0,1
2023-04-30,Cadiz,Valencia,2,1,8,16,4,4,5,6,6,2,0,0
2023-04-30,Villarreal,Celta de Vigo,3,1,9,14,3,5,4,9,1,4,0,0
2023-04-30,Espanyol,Getafe,1,0,17,7,8,2,6,3,3,5,0,0
2023-04-30,Real Valladolid,Atletico Madrid,2,5,19,9,6,6,9,1,2,1,0,0
2023-05-01,Mallorca,Athletic Bilbao,1,1,9,16,2,6,5,7,4,2,0,0
2023-05-01,Sevilla,Girona,0,2,23,9,5,3,6,1,1,1,0,0
2023-05-02,Barcelona,Osasuna,1,0,21,7,4,2,11,0,0,0,0,1
2023-05-02,Real Sociedad,Real Madrid,2,0,9,10,4,5,2,6,1,5,0,1
2023-05-02,Almeria,Elche,2,1,10,14,4,1,7,13,2,2,0,0
2023-05-03,Valencia,Villarreal,1,1,8,11,1,4,6,6,4,2,0,0
2023-05-03,Atletico Madrid,Cadiz,5,1,18,2,8,1,5,2,3,2,0,0
2023-05-03,Getafe,Celta de Vigo,1,0,14,7,4,1,1,5,7,5,0,1
2023-05-04,Rayo Vallecano,Real Valladolid,2,1,16,7,6,4,3,4,0,0,0,0
2023-05-04,Sevilla,Espanyol,3,2,18,7,6,3,9,0,1,2,0,0
2023-05-04,Girona,Mallorca,2,1,17,8,7,2,9,5,4,0,0,0
2023-05-04,Athletic Bilbao,Real Betis,0,1,21,12,6,2,13,2,1,3,1,0
2023-05-12,Mallorca,Cadiz,1,0,8,14,3,4,3,7,5,3,0,0
2023-05-13,Real Sociedad,Girona,2,2,18,13,6,6,7,4,5,3,0,1
2023-05-13,Osasuna,Almeria,3,1,18,8,7,3,4,1,0,0,0,0
2023-05-13,Villarreal,Athletic Bilbao,5,1,17,11,11,5,7,5,4,3,0,0
2023-05-13,Real Madrid,Getafe,1,0,16,9,3,2,1,3,1,4,0,0
2023-05-14,Espanyol,Barcelona,2,4,15,15,7,5,4,3,1,3,0,0
2023-05-14,Elche,Atletico Madrid,1,0,15,13,4,4,3,5,2,0,0,0
2023-05-14,Celta de Vigo,Valencia,1,2,10,12,6,5,5,4,3,5,0,1
2023-05-14,Real Valladolid,Sevilla,0,3,28,17,6,5,8,3,2,1,0,0
2023-05-15,Real Betis,Rayo Vallecano,3,1,11,16,5,4,6,5,3,2,0,1
2023-05-19,Cadiz,Real Valladolid,2,0,11,6,4,2,4,3,4,4,0,1
2023-05-20,Girona,Villarreal,1,2,9,10,3,5,3,1,2,1,0,0
2023-05-20,Athletic Bilbao,Celta de Vigo,2,1,10,8,3,3,8,5,4,1,0,0
2023-05-20,Almeria,Mallorca,3,0,12,7,3,3,4,6,1,2,0,0
2023-05-20,Getafe,Elche,1,1,9,13,5,4,5,6,3,1,0,0
2023-05-20,Barcelona,Real Sociedad,1,2,13,13,4,6,8,2,4,4,0,0
2023-05-21,Sevilla,Real Betis,0,0,10,5,4,0,4,3,2,2,0,1
2023-05-21,Rayo Vallecano,Espanyol,1,2,15,10,5,6,4,4,2,2,0,0
2023-05-21,Valencia,Real Madrid,1,0,12,13,6,5,2,9,4,2,0,1
2023-05-21,Atletico Madrid,Osasuna,3,0,15,12,5,2,8,10,0,2,0,0
2023-05-23,Celta de Vigo,Girona,1,1,16,11,7,4,9,3,0,0,0,0
2023-05-23,Real Sociedad,Almeria,1,0,15,2,2,2,10,2,0,1,0,1
2023-05-23,Real Valladolid,Barcelona,3,1,8,16,4,6,2,6,1,0,0,0
2023-05-24,Espanyol,Atletico Madrid,3,3,26,16,13,7,16,1,2,3,0,0
2023-05-24,Villarreal,Cadiz,2,0,13,16,7,8,7,6,1,2,0,0
2023-05-24,Real Madrid,Rayo Vallecano,2,1,12,15,3,6,5,2,1,3,0,0
2023-05-24,Elche,Sevilla,1,1,20,9,7,3,9,5,1,4,0,1
2023-05-24,Real Betis,Getafe,0,1,11,9,4,2,2,5,2,5,1,0
2023-05-25,Mallorca,Valencia,1,0,4,15,3,5,2,4,4,2,0,0
2023-05-25,Osasuna,Athletic Bilbao,2,0,9,10,3,5,3,6,3,3,0,0
2023-05-27,Sevilla,Real Madrid,1,2,11,6,1,3,1,1,2,4,1,0
2023-05-28,Athletic Bilbao,Elche,0,1,27,6,8,2,19,3,1,1,0,0
2023-05-28,Atletico Madrid,Real Sociedad,2,1,11,10,5,5,6,4,2,2,0,0
2023-05-28,Barcelona,Mallorca,3,0,28,3,9,1,14,3,0,0,0,1
2023-05-28,Cadiz,Celta de Vigo,1,0,13,9,3,4,3,3,9,5,0,0
2023-05-28,Getafe,Osasuna,2,1,16,10,6,2,1,1,3,1,0,0
2023-05-28,Girona,Real Betis,1,2,9,18,3,7,8,5,0,1,0,0
2023-05-28,Valencia,Espanyol,2,2,19,9,4,5,10,3,0,4,0,0
2023-05-28,Rayo Vallecano,Villarreal,2,1,15,7,4,2,4,6,3,5,0,0
2023-05-28,Almeria,Real Valladolid,0,0,23,8,7,2,2,4,0,4,0,0
2023-06-04,Espanyol,Almeria,3,3,12,11,8,4,7,6,2,3,0,0
2023-06-04,Real Valladolid,Getafe,0,0,15,4,0,1,6,1,1,3,0,0
2023-06-04,Mallorca,Rayo Vallecano,3,0,8,20,4,4,2,6,0,0,0,0
2023-06-04,Osasuna,Girona,2,1,14,11,7,6,5,2,1,5,0,0
2023-06-04,Real Madrid,Athletic Bilbao,1,1,9,15,2,9,5,6,2,2,0,0
2023-06-04,Real Sociedad,Sevilla,2,1,17,9,6,4,5,2,0,1,0,0
2023-06-04,Villarreal,Atletico Madrid,2,2,22,9,7,3,12,1,3,2,0,1
2023-06-04,Real Betis,Valencia,1,1,8,10,3,3,5,4,3,0,0,1
2023-06-04,Celta de Vigo,Barcelona,2,1,12,9,9,2,2,4,2,2,0,0
2023-06-04,Elche,Cadiz,1,1,12,14,5,3,7,4,4,3,0,0
2023-08-11,Sevilla,Valencia,1,2,9,10,3,3,8,1,3,2,1,0
2023-08-11,Almeria,Rayo Vallecano,0,2,19,10,5,4,8,3,1,3,0,0
2023-08-12,Real Sociedad,Girona,1,1,15,6,2,1,4,1,2,5,0,0
2023-08-12,Las Palmas,Mallorca,1,1,5,12,2,2,3,6,3,2,0,0
2023-08-12,Athletic Bilbao,Real Madrid,0,2,7,14,1,8,7,5,3,1,0,0
2023-08-13,Celta de Vigo,Osasuna,0,2,11,11,1,5,7,2,1,1,0,0
2023-08-13,Villarreal,Real Betis,1,2,18,12,5,5,9,4,1,3,0,0
2023-08-13,Getafe,Barcelona,0,0,5,14,2,4,3,4,8,2,1,1
2023-08-14,Atletico Madrid,Granada,3,1,14,7,6,4,3,3,3,1,0,0
2023-08-14,Cadiz,Alaves,1,0,12,10,3,2,2,4,3,2,1,0
2023-08-18,Mallorca,Villarreal,0,1,8,15,1,3,6,5,2,4,0,0
2023-08-18,Valencia,Las Palmas,1,0,9,7,4,1,6,4,0,0,0,0
2023-08-19,Real Sociedad,Celta de Vigo,1,1,11,17,2,6,9,7,2,1,0,0
2023-08-19,Almeria,Real Madrid,1,3,20,24,8,9,4,5,1,0,0,0
2023-08-19,Osasuna,Athletic Bilbao,0,2,18,8,7,2,5,3,1,5,1,1
2023-08-20,Girona,Getafe,3,0,7,9,6,2,3,2,2,5,0,0
2023-08-20,Barcelona,Cadiz,2,0,23,10,10,1,10,2,4,3,0,0
2023-08-20,Real Betis,Atletico Madrid,0,0,14,5,0,1,2,7,2,1,0,0
2023-08-21,Alaves,Sevilla,4,3,14,12,7,2,4,4,1,2,0,0
2023-08-21,Granada,Rayo Vallecano,0,2,14,17,7,9,5,6,2,1,1,0
2023-08-25,Las Palmas,Real Sociedad,0,0,11,8,5,1,5,7,1,4,0,0
2023-08-25,Celta de Vigo,Real Madrid,0,1,13,10,4,3,3,5,2,3,0,0
2023-08-26,Cadiz,Almeria,1,1,11,5,3,2,7,3,0,5,1,1
2023-08-26,Granada,Mallorca,3,2,10,10,4,5,5,3,2,7,0,0
2023-08-26,Sevilla,Girona,1,2,21,8,4,3,6,6,2,1,0,0
2023-08-27,Villarreal,Barcelona,3,4,13,21,6,11,2,6,3,3,0,0
2023-08-27,Valencia,Osasuna,1,2,16,7,4,2,6,3,3,4,0,0
2023-08-27,Athletic Bilbao,Real Betis,4,2,14,7,6,3,5,3,4,2,0,0
2023-08-28,Getafe,Alaves,1,0,15,16,4,2,4,5,1,2,0,0
2023-08-28,Rayo Vallecano,Atletico Madrid,0,7,12,17,3,10,8,3,4,3,0,0
2023-09-01,Cadiz,Villarreal,3,1,18,7,4,3,7,3,5,4,0,1
2023-09-01,Almeria,Celta de Vigo,2,3,16,14,5,8,6,5,1,1,0,0
2023-09-02,Real Sociedad,Granada,5,3,15,8,6,5,2,5,1,5,0,0
2023-09-02,Real Betis,Rayo Vallecano,1,0,14,15,5,6,2,3,3,5,0,0
2023-09-02,Alaves,Valencia,1,0,7,9,1,4,1,2,4,2,0,0
2023-09-02,Real Madrid,Getafe,2,1,26,6,12,2,11,1,2,6,0,0
2023-09-03,Osasuna,Barcelona,1,2,11,9,3,4,8,5,1,3,1,0
2023-09-03,Mallorca,Athletic Bilbao,0,0,8,11,2,3,3,5,0,1,0,0
2023-09-03,Girona,Las Palmas,1,0,11,10,6,5,3,5,3,3,0,0
2023-09-15,Rayo Vallecano,Alaves,2,0,20,9,11,1,5,3,2,3,0,0
2023-09-16,Athletic Bilbao,Cadiz,3,0,20,5,9,4,5,4,1,4,0,0
2023-09-16,Valencia,Atletico Madrid,3,0,12,11,8,3,5,8,1,5,0,0
2023-09-16,Celta de Vigo,Mallorca,0,1,16,7,4,4,10,1,1,3,0,0
2023-09-16,Barcelona,Real Betis,5,0,17,11,9,2,9,5,1,2,0,0
2023-09-17,Getafe,Osasuna,3,2,11,8,6,3,6,3,6,2,0,0
2023-09-17,Villarreal,Almeria,2,1,10,17,4,7,7,6,2,3,0,0
2023-09-17,Sevilla,Las Palmas,1,0,26,12,9,2,7,3,3,5,0,0
2023-09-17,Real Madrid,Real Sociedad,2,1,17,15,8,5,4,3,3,2,0,0
2023-09-18,Granada,Girona,2,4,12,13,5,7,4,5,3,3,0,0
2023-09-22,Alaves,Athletic Bilbao,0,2,15,11,5,3,3,4,2,2,0,0
2023-09-23,Girona,Mallorca,5,3,23,15,10,5,6,5,1,5,0,0
2023-09-23,Osasuna,Sevilla,0,0,16,15,2,3,7,4,2,3,0,0
2023-09-23,Barcelona,Celta de Vigo,3,2,15,13,6,7,2,3,2,1,0,0
2023-09-23,Almeria,Valencia,2,2,17,7,10,5,8,3,4,2,0,0
2023-09-24,Rayo Vallecano,Villarreal,1,1,11,13,6,6,2,8,2,3,0,1
2023-09-24,Atletico Madrid,Real Madrid,3,1,10,20,4,5,6,11,1,3,0,0
2023-09-24,Las Palmas,Granada,1,0,10,2,3,1,6,7,6,4,1,0
2023-09-24,Real Sociedad,Getafe,4,3,10,10,6,7,2,1,3,2,0,0
2023-09-24,Real Betis,Cadiz,1,1,21,5,7,1,11,8,2,3,0,0
2023-09-26,Sevilla,Almeria,5,1,18,10,9,1,9,4,3,2,0,0
2023-09-26,Mallorca,Barcelona,2,2,10,10,5,4,7,2,4,1,1,0
2023-09-27,Athletic Bilbao,Getafe,2,2,9,13,4,5,5,4,5,6,1,0
2023-09-27,Real Madrid,Las Palmas,2,0,21,16,9,2,7,2,0,1,0,0
2023-09-27,Villarreal,Girona,1,2,14,17,3,5,5,6,3,2,0,0
2023-09-27,Cadiz,Rayo Vallecano,0,0,9,9,2,4,1,2,5,6,0,1
2023-09-27,Valencia,Real Sociedad,0,1,9,2,2,1,0,2,4,7,1,0
2023-09-28,Granada,Real Betis,1,1,19,13,7,3,5,7,2,1,0,0
2023-09-28,Celta de Vigo,Alaves,1,1,8,21,0,11,2,8,5,3,1,0
2023-09-28,Osasuna,Atletico Madrid,0,2,13,4,2,3,7,2,3,3,1,1
2023-09-29,Barcelona,Sevilla,1,0,18,12,5,3,13,3,2,3,0,0
2023-09-30,Real Sociedad,Athletic Bilbao,3,0,8,18,5,3,5,7,2,2,0,0
2023-09-30,Rayo Vallecano,Mallorca,2,2,19,9,5,4,5,0,2,5,0,0
2023-09-30,Girona,Real Madrid,0,3,13,14,3,7,1,4,2,2,0,1
2023-09-30,Getafe,Villarreal,0,0,22,3,9,0,6,4,2,4,0,1
2023-10-01,Almeria,Granada,3,3,17,19,5,4,1,5,2,1,0,0
2023-10-01,Real Betis,Valencia,3,0,15,9,7,2,5,3,2,2,0,0
2023-10-01,Alaves,Osasuna,0,2,17,10,3,3,4,2,2,3,1,0
2023-10-01,Atletico Madrid,Cadiz,3,2,18,8,9,4,5,3,1,3,0,0
2023-10-02,Las Palmas,Celta de Vigo,2,1,16,11,5,3,4,5,2,1,0,0
2023-10-06,Athletic Bilbao,Almeria,3,0,23,4,9,1,6,2,2,0,0,0
2023-10-07,Cadiz,Girona,0,1,8,20,2,5,5,5,1,3,1,0
2023-10-07,Real Madrid,Osasuna,4,0,19,7,9,1,5,4,2,2,0,0
2023-10-07,Mallorca,Valencia,1,1,9,11,5,3,3,6,2,1,0,0
2023-10-07,Sevilla,Rayo Vallecano,2,2,22,7,6,4,12,2,5,2,0,0
2023-10-08,Granada,Barcelona,2,2,7,22,2,10,1,11,4,1,0,0
2023-10-08,Celta de Vigo,Getafe,2,2,26,3,11,2,13,1,1,8,0,1
2023-10-08,Atletico Madrid,Real Sociedad,2,1,14,13,5,4,1,4,3,3,0,0
2023-10-08,Villarreal,Las Palmas,1,2,9,8,4,5,7,2,4,4,0,0
2023-10-08,Alaves,Real Betis,1,1,15,6,5,2,5,3,3,3,0,1
2023-10-20,Osasuna,Granada,2,0,12,13,6,3,1,7,3,4,0,1
2023-10-21,Real Sociedad,Mallorca,1,0,14,18,6,7,2,5,3,3,0,0
2023-10-21,Getafe,Real Betis,1,1,14,13,4,3,4,8,5,2,0,0
2023-10-21,Sevilla,Real Madrid,1,1,17,14,7,5,4,6,5,2,0,0
2023-10-21,Celta de Vigo,Atletico Madrid,0,3,16,12,3,7,7,5,3,2,1,0
2023-10-22,Las Palmas,Rayo Vallecano,0,1,12,12,6,4,10,5,4,3,0,1
2023-10-22,Girona,Almeria,5,2,19,9,8,5,9,6,1,2,0,0
2023-10-22,Barcelona,Athletic Bilbao,1,0,12,10,7,3,4,7,3,3,0,0
2023-10-22,Villarreal,Alaves,1,1,12,16,3,7,9,3,4,3,0,0
2023-10-23,Valencia,Cadiz,2,0,12,5,4,4,4,6,0,3,0,1
2023-10-27,Girona,Celta de Vigo,1,0,12,4,2,2,10,1,3,2,0,0
2023-10-28,Almeria,Las Palmas,1,2,10,10,4,3,3,2,3,1,0,0
2023-10-28,Barcelona,Real Madrid,1,2,15,13,3,4,6,3,2,1,0,0
2023-10-28,Mallorca,Getafe,0,0,15,8,4,0,8,3,0,1,0,0
2023-10-28,Cadiz,Sevilla,2,2,10,20,5,10,2,4,6,4,0,0
2023-10-29,Athletic Bilbao,Valencia,2,2,12,11,7,5,10,4,3,1,0,0
2023-10-29,Atletico Madrid,Alaves,2,1,11,8,7,1,4,4,3,2,0,0
2023-10-29,Rayo Vallecano,Real Sociedad,2,2,16,15,7,3,4,5,3,2,0,0
2023-10-29,Real Betis,Osasuna,2,1,9,7,2,1,6,3,3,4,0,0
2023-10-30,Granada,Villarreal,2,3,18,6,8,5,4,1,0,4,0,0
2023-11-03,Las Palmas,Atletico Madrid,2,1,9,13,3,5,3,4,0,3,0,0
2023-11-04,Osasuna,Girona,2,4,15,11,3,4,2,7,5,3,0,0
2023-11-04,Real Betis,Mallorca,2,0,22,8,3,1,6,1,1,4,0,1
2023-11-04,Celta de Vigo,Sevilla,1,1,15,13,3,5,4,6,2,5,1,0
2023-11-04,Real Sociedad,Barcelona,0,1,13,12,6,4,8,3,3,3,0,0
2023-11-05,Alaves,Almeria,1,0,23,9,3,3,12,6,2,3,0,0
2023-11-05,Valencia,Granada,1,0,11,6,2,1,0,4,3,5,0,0
2023-11-05,Real Madrid,Rayo Vallecano,0,0,22,4,5,0,11,1,3,5,0,0
2023-11-05,Villarreal,Athletic Bilbao,2,3,17,17,6,7,9,3,4,4,0,0
2023-11-06,Getafe,Cadiz,1,0,13,6,3,2,6,3,7,1,1,0
2023-11-10,Athletic Bilbao,Celta de Vigo,4,3,21,13,12,5,7,2,2,2,0,0
2023-11-11,Rayo Vallecano,Girona,1,2,22,19,9,7,8,3,1,2,0,0
2023-11-11,Almeria,Real Sociedad,1,3,7,18,2,6,5,5,2,2,0,0
2023-11-11,Granada,Getafe,1,1,12,10,6,6,3,5,4,2,0,0
2023-11-11,Osasuna,Las Palmas,1,1,11,6,3,1,8,3,1,1,0,0
2023-11-11,Real Madrid,Valencia,5,1,16,10,7,4,4,4,1,3,0,0
2023-11-12,Barcelona,Alaves,2,1,11,8,6,1,2,1,2,1,0,0
2023-11-12,Sevilla,Real Betis,1,1,13,14,4,6,9,5,1,1,0,0
2023-11-12,Atletico Madrid,Villarreal,3,1,25,11,10,7,6,3,0,2,0,0
2023-11-24,Alaves,Granada,3,1,8,11,5,4,6,2,1,3,0,0
2023-11-25,Rayo Vallecano,Barcelona,1,1,10,15,4,4,1,4,3,4,0,0
2023-11-25,Valencia,Celta de Vigo,0,0,8,13,0,1,5,7,3,2,0,0
2023-11-25,Getafe,Almeria,2,1,18,13,5,4,3,6,2,4,0,0
2023-11-25,Atletico Madrid,Mallorca,1,0,20,8,3,1,7,3,0,0,0,0
2023-11-26,Real Betis,Las Palmas,1,0,12,15,6,4,7,6,1,2,0,0
2023-11-26,Cadiz,Real Madrid,0,3,13,14,4,5,4,4,3,3,0,0
2023-11-26,Real Sociedad,Sevilla,2,1,11,8,8,2,4,4,2,1,0,2
2023-11-26,Villarreal,Osasuna,3,1,10,15,3,7,2,4,0,0,0,0
2023-11-27,Girona,Athletic Bilbao,1,1,12,13,2,6,2,6,1,1,0,0
2023-11-29,Mallorca,Cadiz,1,1,16,6,3,3,7,0,2,3,0,0
2023-12-01,Las Palmas,Getafe,2,0,11,12,6,4,4,4,0,5,0,1
2023-12-02,Osasuna,Real Sociedad,1,1,9,17,3,5,1,8,3,3,0,0
2023-12-02,Real Madrid,Granada,2,0,11,1,4,0,6,0,2,1,0,0
2023-12-02,Girona,Valencia,2,1,9,9,5,3,3,2,2,3,0,0
2023-12-02,Athletic Bilbao,Rayo Vallecano,4,0,9,11,4,3,7,2,1,2,0,0
2023-12-03,Mallorca,Alaves,0,0,7,7,3,4,5,4,4,2,0,0
2023-12-03,Almeria,Real Betis,0,0,20,6,8,2,4,6,0,3,0,1
2023-12-03,Sevilla,Villarreal,1,1,18,5,4,4,8,4,3,2,0,0
2023-12-03,Barcelona,Atletico Madrid,1,0,13,9,2,4,7,2,5,4,0,0
2023-12-04,Celta de Vigo,Cadiz,1,1,26,2,7,1,12,1,1,6,0,1
2023-12-08,Getafe,Valencia,1,0,8,3,6,0,7,0,2,4,1,2
2023-12-09,Alaves,Las Palmas,0,1,19,9,5,2,12,3,3,4,0,0
2023-12-09,Real Betis,Real Madrid,1,1,14,12,6,2,8,6,2,1,0,0
2023-12-09,Villarreal,Real Sociedad,0,3,20,16,4,5,5,3,2,1,0,0
2023-12-09,Mallorca,Sevilla,1,0,6,19,3,5,4,12,2,2,0,0
2023-12-10,Barcelona,Girona,2,4,31,15,11,7,8,3,1,2,0,0
2023-12-10,Cadiz,Osasuna,1,1,12,13,5,5,2,4,1,2,0,0
2023-12-10,Atletico Madrid,Almeria,2,1,13,19,4,5,3,15,1,0,0,0
2023-12-11,Granada,Athletic Bilbao,1,1,7,19,4,4,1,8,0,2,0,0
2023-12-11,Rayo Vallecano,Celta de Vigo,0,0,17,4,4,2,8,1,3,0,0,0
2023-12-15,Osasuna,Rayo Vallecano,1,0,10,9,4,3,9,1,2,3,0,0
2023-12-16,Celta de Vigo,Granada,1,0,11,7,4,2,7,1,6,2,1,0
2023-12-16,Athletic Bilbao,Atletico Madrid,2,0,16,7,7,3,3,7,0,1,0,0
2023-12-16,Sevilla,Getafe,0,3,12,14,4,7,4,2,3,3,0,0
2023-12-16,Valencia,Barcelona,1,1,11,16,4,8,4,6,1,2,0,0
2023-12-17,Real Madrid,Villarreal,4,1,22,3,9,1,11,0,2,3,0,0
2023-12-17,Almeria,Mallorca,0,0,7,20,1,2,4,4,2,1,0,0
2023-12-17,Real Sociedad,Real Betis,0,0,12,12,4,3,3,7,3,4,0,0
2023-12-17,Las Palmas,Cadiz,1,1,7,13,2,5,4,6,1,3,0,0
2023-12-18,Girona,Alaves,3,0,9,12,4,2,3,2,0,1,0,0
2023-12-19,Rayo Vallecano,Valencia,0,1,7,8,1,3,8,1,1,5,0,1
2023-12-19,Granada,Sevilla,0,3,12,12,3,5,6,4,2,1,0,0
2023-12-19,Atletico Madrid,Getafe,3,3,8,29,4,9,1,12,3,3,1,0
2023-12-20,Athletic Bilbao,Las Palmas,1,0,19,5,10,1,5,2,1,3,0,0
2023-12-20,Villarreal,Celta de Vigo,3,2,12,15,8,5,4,7,2,4,0,0
2023-12-20,Barcelona,Almeria,3,2,30,10,11,5,12,0,3,3,0,0
2023-12-21,Real Betis,Girona,1,1,21,12,4,4,7,6,2,2,0,0
2023-12-21,Cadiz,Real Sociedad,0,0,10,8,2,1,7,5,3,1,0,0
2023-12-21,Alaves,Real Madrid,0,1,8,9,2,4,3,3,3,1,0,1
2023-12-21,Mallorca,Osasuna,3,2,15,12,8,7,6,0,3,1,0,0
2023-12-23,Atletico Madrid,Sevilla,1,0,12,8,4,2,6,5,7,3,1,0
2024-01-02,Getafe,Rayo Vallecano,0,2,5,12,0,8,2,3,6,3,2,0
2024-01-02,Real Sociedad,Alaves,1,1,16,7,6,2,6,4,4,4,1,0
2024-01-02,Valencia,Villarreal,3,1,11,8,8,4,4,3,2,5,0,0
2024-01-03,Celta de Vigo,Real Betis,2,1,19,14,6,3,8,7,0,2,0,0
2024-01-03,Granada,Cadiz,2,0,15,15,8,2,5,6,3,4,0,1
2024-01-03,Real Madrid,Mallorca,1,0,17,7,5,0,5,4,2,3,0,0
2024-01-03,Girona,Atletico Madrid,4,3,17,18,9,12,7,8,0,1,0,0
2024-01-04,Osasuna,Almeria,1,0,14,4,2,0,5,4,1,2,0,0
2024-01-04,Sevilla,Athletic Bilbao,0,2,11,15,2,6,5,4,3,1,0,0
2024-01-04,Las Palmas,Barcelona,1,2,12,15,3,5,5,10,5,2,1,0
2024-01-12,Sevilla,Alaves,2,3,19,16,4,8,5,4,4,3,0,0
2024-01-13,Las Palmas,Villarreal,3,0,8,17,3,3,4,6,4,3,0,0
2024-01-13,Mallorca,Celta de Vigo,1,1,17,6,6,2,10,1,4,1,0,0
2024-01-13,Athletic Bilbao,Real Sociedad,2,1,10,9,3,1,5,5,1,4,0,0
2024-01-13,Real Betis,Granada,1,0,25,6,6,2,13,1,3,4,0,0
2024-01-14,Almeria,Girona,0,0,20,5,3,1,4,3,4,4,0,1
2024-01-14,Cadiz,Valencia,1,4,10,9,2,5,3,1,4,2,0,0
2024-01-19,Alaves,Cadiz,1,0,13,9,3,1,4,4,0,4,0,0
2024-01-20,Celta de Vigo,Real Sociedad,0,1,6,6,2,2,6,3,1,2,0,0
2024-01-20,Valencia,Athletic Bilbao,1,0,6,6,1,3,4,2,0,3,0,0
2024-01-20,Villarreal,Mallorca,1,1,18,8,5,2,4,6,2,2,1,0
2024-01-20,Rayo Vallecano,Las Palmas,0,2,16,10,3,5,12,0,3,1,1,0
2024-01-21,Osasuna,Getafe,3,2,13,10,7,7,1,4,4,4,0,0
2024-01-21,Real Madrid,Almeria,3,2,18,10,6,2,6,3,3,5,0,0
2024-01-21,Real Betis,Barcelona,2,4,14,11,5,4,3,4,1,2,0,0
2024-01-21,Girona,Sevilla,5,1,12,9,8,3,4,5,0,2,0,0
2024-01-22,Granada,Atletico Madrid,0,1,17,10,2,5,6,2,2,2,1,0
2024-01-26,Almeria,Alaves,0,3,19,11,7,3,11,3,1,2,0,0
2024-01-27,Real Sociedad,Rayo Vallecano,0,0,6,5,3,0,2,2,2,4,0,0
2024-01-27,Las Palmas,Real Madrid,1,2,7,13,2,5,1,6,3,3,0,0
2024-01-27,Barcelona,Villarreal,3,5,22,9,10,6,10,0,3,4,0,0
2024-01-27,Mallorca,Real Betis,0,1,14,8,1,2,5,4,2,1,0,0
2024-01-28,Atletico Madrid,Valencia,2,0,12,10,8,3,3,6,2,0,0,0
2024-01-28,Sevilla,Osasuna,1,1,10,11,5,4,2,4,3,0,1,0
2024-01-28,Celta de Vigo,Girona,0,1,10,15,5,6,5,7,1,1,0,0
2024-01-28,Cadiz,Athletic Bilbao,0,0,9,8,2,0,6,8,4,2,0,0
2024-01-29,Getafe,Granada,2,0,7,16,4,3,4,3,2,1,0,0
2024-01-31,Barcelona,Osasuna,1,0,16,9,4,1,6,6,1,2,0,1
2024-01-31,Atletico Madrid,Rayo Vallecano,2,1,8,10,3,2,5,6,0,3,0,0
2024-02-01,Getafe,Real Madrid,0,2,10,16,2,9,2,6,1,2,0,0
2024-02-02,Athletic Bilbao,Mallorca,4,0,13,6,6,2,6,2,0,1,0,0
2024-02-03,Girona,Real Sociedad,0,0,11,11,3,2,3,4,2,3,0,0
2024-02-03,Valencia,Almeria,2,1,7,15,2,5,0,6,4,5,0,0
2024-02-03,Granada,Las Palmas,1,1,3,16,1,6,2,9,4,3,1,1
2024-02-03,Alaves,Barcelona,1,3,13,8,2,5,14,5,2,2,0,1
2024-02-04,Real Madrid,Atletico Madrid,1,1,17,10,4,5,2,8,0,5,0,0
2024-02-04,Real Betis,Getafe,1,1,9,11,3,2,3,5,7,4,0,0
2024-02-04,Osasuna,Celta de Vigo,0,3,18,6,1,5,9,1,2,0,0,0
2024-02-04,Villarreal,Cadiz,0,0,19,8,4,2,13,2,3,1,0,0
2024-02-05,Rayo Vallecano,Sevilla,1,2,22,10,5,6,6,0,2,2,0,0
2024-02-09,Cadiz,Real Betis,0,2,14,13,5,5,5,3,1,1,0,0
2024-02-10,Real Madrid,Girona,4,0,16,5,6,0,0,2,1,2,0,0
2024-02-10,Alaves,Villarreal,1,1,17,12,4,4,10,9,0,2,0,0
2024-02-10,Real Sociedad,Osasuna,0,1,21,9,3,2,7,4,0,0,0,0
2024-02-10,Las Palmas,Valencia,2,0,8,7,3,1,5,0,2,0,0,0
2024-02-11,Mallorca,Rayo Vallecano,2,1,8,11,5,4,5,1,4,0,0,0
2024-02-11,Sevilla,Atletico Madrid,1,0,10,16,6,5,2,7,2,1,0,0
2024-02-11,Getafe,Celta de Vigo,3,2,11,9,4,4,0,4,1,2,0,0
2024-02-11,Barcelona,Granada,3,3,11,11,6,5,6,2,1,2,0,0
2024-02-12,Almeria,Athletic Bilbao,0,0,10,12,4,4,4,10,4,1,1,0
2024-02-16,Villarreal,Getafe,1,1,20,11,7,2,8,3,0,1,0,0
2024-02-17,Atletico Madrid,Las Palmas,5,0,13,11,7,2,3,5,2,2,0,0
2024-02-17,Osasuna,Cadiz,2,0,11,5,4,1,5,4,4,2,0,0
2024-02-17,Celta de Vigo,Barcelona,1,2,13,14,4,4,2,5,2,4,0,0
2024-02-17,Valencia,Sevilla,0,0,14,1,4,1,7,2,0,1,0,0
2024-02-18,Rayo Vallecano,Real Madrid,1,1,8,11,3,4,4,10,4,3,0,1
2024-02-18,Granada,Almeria,1,1,19,13,7,3,10,4,2,3,0,0
